Institution Name,Year,Month,Names
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,4,1367
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,9,3777
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,11,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,5,1402
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,6,19
"University Library, University of North Carolina at Chapel Hill (archive.org)",2012,3,678
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,2,10820
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,3,2
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,4,3
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,10,71
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,11,24
"University Library, University of North Carolina at Chapel Hill (archive.org)",2013,12,386
"University Library, University of North Carolina at Chapel Hill (archive.org)",2009,12,1934
"University Library, University of North Carolina at Chapel Hill (archive.org)",2010,6,1
"University Library, University of North Carolina at Chapel Hill (archive.org)",2009,11,6
"University Library, University of North Carolina at Chapel Hill (archive.org)",2011,10,131
"University Library, University of North Carolina at Chapel Hill (archive.org)",2011,7,69
"University Library, University of North Carolina at Chapel Hill (archive.org)",2011,5,353
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,5,318
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,6,85
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,3,2846
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,1,144
"University Library, University of North Carolina at Chapel Hill (archive.org)",2014,2,34
University of Alberta Libraries (archive.org),2014,2,1709
University of Alberta Libraries (archive.org),2014,1,178
University of Alberta Libraries (archive.org),2014,3,546
University of Alberta Libraries (archive.org),2014,4,72
University of Alberta Libraries (archive.org),2014,6,142
University of Alberta Libraries (archive.org),2014,5,189
University of Alberta Libraries (archive.org),2013,12,97
University of Alberta Libraries (archive.org),2012,9,249
University of British Columbia Library (archive.org),2012,9,2
University of British Columbia Library (archive.org),2012,10,10
University of British Columbia Library (archive.org),2012,11,55
University of British Columbia Library (archive.org),2012,12,180
University of British Columbia Library (archive.org),2012,4,10
University of British Columbia Library (archive.org),2012,8,2
University of British Columbia Library (archive.org),2012,7,3
University of British Columbia Library (archive.org),2012,6,1
University of British Columbia Library (archive.org),2012,5,13
University of British Columbia Library (archive.org),2013,12,1035
University of British Columbia Library (archive.org),2013,10,11
University of British Columbia Library (archive.org),2013,5,33
University of British Columbia Library (archive.org),2013,4,21
University of British Columbia Library (archive.org),2013,3,4
University of British Columbia Library (archive.org),2013,2,70981
University of British Columbia Library (archive.org),2010,9,1
University of British Columbia Library (archive.org),2010,8,44
University of British Columbia Library (archive.org),2011,3,1
University of British Columbia Library (archive.org),2011,2,1
University of British Columbia Library (archive.org),2010,6,76805
University of British Columbia Library (archive.org),2010,7,71411
University of British Columbia Library (archive.org),2010,5,4305
University of British Columbia Library (archive.org),2014,1,1028
University of California Libraries (archive.org),2014,1,3506
University of California Libraries (archive.org),2014,2,54
University of California Libraries (archive.org),2014,3,1
University of California Libraries (archive.org),2010,5,894
University of California Libraries (archive.org),2010,4,80
University of California Libraries (archive.org),2010,7,7397
University of California Libraries (archive.org),2010,6,138
University of California Libraries (archive.org),2009,12,2801759
University of California Libraries (archive.org),2010,1,24512
University of California Libraries (archive.org),2010,2,59
University of California Libraries (archive.org),2010,3,125
University of California Libraries (archive.org),2009,11,2288237
University of California Libraries (archive.org),2011,2,3730
University of California Libraries (archive.org),2011,3,162
University of California Libraries (archive.org),2011,1,566
University of California Libraries (archive.org),2010,12,9054
University of California Libraries (archive.org),2010,8,696
University of California Libraries (archive.org),2010,9,228
University of California Libraries (archive.org),2010,11,532
University of California Libraries (archive.org),2010,10,120
University of California Libraries (archive.org),2011,5,3089
University of California Libraries (archive.org),2011,4,102
University of California Libraries (archive.org),2011,7,632
University of California Libraries (archive.org),2011,6,87
University of California Libraries (archive.org),2011,10,98
University of California Libraries (archive.org),2011,11,130
University of California Libraries (archive.org),2011,9,1808
University of California Libraries (archive.org),2011,8,499
University of California Libraries (archive.org),2013,2,1772713
University of California Libraries (archive.org),2013,3,296
University of California Libraries (archive.org),2013,1,19183
University of California Libraries (archive.org),2013,4,1271
University of California Libraries (archive.org),2013,5,531
University of California Libraries (archive.org),2013,6,7
University of California Libraries (archive.org),2013,7,3
University of California Libraries (archive.org),2013,10,15261
University of California Libraries (archive.org),2013,9,8154
University of California Libraries (archive.org),2013,12,2836
University of California Libraries (archive.org),2013,11,2807
University of California Libraries (archive.org),2012,5,24150
University of California Libraries (archive.org),2012,6,17530
University of California Libraries (archive.org),2012,3,47
University of California Libraries (archive.org),2012,2,50
University of California Libraries (archive.org),2012,1,1280
University of California Libraries (archive.org),2011,12,98
University of California Libraries (archive.org),2012,7,501
University of California Libraries (archive.org),2012,8,203
University of California Libraries (archive.org),2012,4,293
University of California Libraries (archive.org),2012,12,251
University of California Libraries (archive.org),2012,11,73
University of California Libraries (archive.org),2012,10,157
University of California Libraries (archive.org),2012,9,129
"University of California, Davis Libraries (archive.org)",2012,9,599
"University of California, Davis Libraries (archive.org)",2012,10,4
"University of California, Davis Libraries (archive.org)",2012,11,1
"University of California, Davis Libraries (archive.org)",2012,12,2
"University of California, Davis Libraries (archive.org)",2012,4,613
"University of California, Davis Libraries (archive.org)",2012,8,3448
"University of California, Davis Libraries (archive.org)",2012,7,932
"University of California, Davis Libraries (archive.org)",2012,3,9384
"University of California, Davis Libraries (archive.org)",2012,6,2
"University of California, Davis Libraries (archive.org)",2013,11,30
"University of California, Davis Libraries (archive.org)",2013,12,894
"University of California, Davis Libraries (archive.org)",2013,9,129
"University of California, Davis Libraries (archive.org)",2013,6,62
"University of California, Davis Libraries (archive.org)",2013,5,4
"University of California, Davis Libraries (archive.org)",2013,4,12
"University of California, Davis Libraries (archive.org)",2013,3,1
"University of California, Davis Libraries (archive.org)",2013,2,2022
"University of California, Davis Libraries (archive.org)",2011,11,2536
University of Connecticut Libraries (archive.org),2011,8,1290
University of Connecticut Libraries (archive.org),2011,9,1
University of Connecticut Libraries (archive.org),2011,6,349
University of Connecticut Libraries (archive.org),2011,7,5663
University of Connecticut Libraries (archive.org),2011,4,1
University of Connecticut Libraries (archive.org),2011,5,19691
University of Connecticut Libraries (archive.org),2010,11,73
University of Connecticut Libraries (archive.org),2010,9,5
University of Connecticut Libraries (archive.org),2010,8,1
University of Connecticut Libraries (archive.org),2011,1,508
University of Connecticut Libraries (archive.org),2011,3,1
University of Connecticut Libraries (archive.org),2009,11,14117
University of Connecticut Libraries (archive.org),2010,2,7
University of Connecticut Libraries (archive.org),2010,1,3870
University of Connecticut Libraries (archive.org),2009,12,56659
University of Connecticut Libraries (archive.org),2010,6,27
University of Connecticut Libraries (archive.org),2010,7,14987
University of Connecticut Libraries (archive.org),2010,5,3378
University of Connecticut Libraries (archive.org),2013,2,49076
University of Connecticut Libraries (archive.org),2013,3,1
University of Connecticut Libraries (archive.org),2013,1,5
University of Connecticut Libraries (archive.org),2013,4,15074
University of Connecticut Libraries (archive.org),2013,5,6
University of Connecticut Libraries (archive.org),2013,6,1
University of Connecticut Libraries (archive.org),2013,7,126712
University of Connecticut Libraries (archive.org),2013,8,30431
University of Connecticut Libraries (archive.org),2013,9,48
University of Connecticut Libraries (archive.org),2013,10,384
University of Connecticut Libraries (archive.org),2013,12,1963
University of Connecticut Libraries (archive.org),2012,6,349
University of Connecticut Libraries (archive.org),2012,5,104
University of Connecticut Libraries (archive.org),2012,2,36
University of Connecticut Libraries (archive.org),2011,12,2
University of Connecticut Libraries (archive.org),2012,7,164
University of Connecticut Libraries (archive.org),2012,8,3
University of Connecticut Libraries (archive.org),2012,12,9
University of Connecticut Libraries (archive.org),2012,11,2
University of Connecticut Libraries (archive.org),2012,10,15477
University of Connecticut Libraries (archive.org),2014,3,91
"University of Florida, George A. Smathers Libraries (archive.org)",2012,10,9
"University of Florida, George A. Smathers Libraries (archive.org)",2012,9,94
"University of Florida, George A. Smathers Libraries (archive.org)",2012,8,15
"University of Florida, George A. Smathers Libraries (archive.org)",2012,7,21
"University of Florida, George A. Smathers Libraries (archive.org)",2012,1,510
"University of Florida, George A. Smathers Libraries (archive.org)",2012,3,4
"University of Florida, George A. Smathers Libraries (archive.org)",2012,5,11
"University of Florida, George A. Smathers Libraries (archive.org)",2012,6,104
"University of Florida, George A. Smathers Libraries (archive.org)",2013,11,169
"University of Florida, George A. Smathers Libraries (archive.org)",2013,5,5
"University of Florida, George A. Smathers Libraries (archive.org)",2013,4,1
"University of Florida, George A. Smathers Libraries (archive.org)",2013,2,19139
"University of Florida, George A. Smathers Libraries (archive.org)",2010,5,488
"University of Florida, George A. Smathers Libraries (archive.org)",2010,4,10209
"University of Florida, George A. Smathers Libraries (archive.org)",2010,7,3758
"University of Florida, George A. Smathers Libraries (archive.org)",2010,6,111
"University of Florida, George A. Smathers Libraries (archive.org)",2009,12,17701
"University of Florida, George A. Smathers Libraries (archive.org)",2010,1,1912
"University of Florida, George A. Smathers Libraries (archive.org)",2010,2,1037
"University of Florida, George A. Smathers Libraries (archive.org)",2010,3,2880
"University of Florida, George A. Smathers Libraries (archive.org)",2009,11,2140
"University of Florida, George A. Smathers Libraries (archive.org)",2011,3,2
"University of Florida, George A. Smathers Libraries (archive.org)",2011,2,6625
"University of Florida, George A. Smathers Libraries (archive.org)",2011,1,677
"University of Florida, George A. Smathers Libraries (archive.org)",2010,12,2415
"University of Florida, George A. Smathers Libraries (archive.org)",2010,8,1807
"University of Florida, George A. Smathers Libraries (archive.org)",2010,9,692
"University of Florida, George A. Smathers Libraries (archive.org)",2010,11,389
"University of Florida, George A. Smathers Libraries (archive.org)",2010,10,1036
"University of Florida, George A. Smathers Libraries (archive.org)",2011,7,1096
"University of Florida, George A. Smathers Libraries (archive.org)",2011,6,1
"University of Florida, George A. Smathers Libraries (archive.org)",2011,9,2
"University of Florida, George A. Smathers Libraries (archive.org)",2011,8,94
University of Illinois at Chicago (archive.org),2009,11,2
University of Illinois at Chicago (archive.org),2010,2,5
University of Illinois at Chicago (archive.org),2013,2,15
University of Illinois at Chicago (archive.org),2012,7,3
University of Illinois Urbana Champaign,2012,7,9246
University of Illinois Urbana Champaign,2012,8,571
University of Illinois Urbana Champaign,2012,4,4340
University of Illinois Urbana Champaign,2012,9,10207
University of Illinois Urbana Champaign,2012,10,276
University of Illinois Urbana Champaign,2012,11,7403
University of Illinois Urbana Champaign,2012,12,4066
University of Illinois Urbana Champaign,2012,6,4774
University of Illinois Urbana Champaign,2012,5,1429
University of Illinois Urbana Champaign,2012,3,69
University of Illinois Urbana Champaign,2012,2,153
University of Illinois Urbana Champaign,2012,1,7751
University of Illinois Urbana Champaign,2011,12,6525
University of Illinois Urbana Champaign,2013,2,1457703
University of Illinois Urbana Champaign,2013,4,2488
University of Illinois Urbana Champaign,2013,1,4131
University of Illinois Urbana Champaign,2013,3,3810
University of Illinois Urbana Champaign,2013,5,1494
University of Illinois Urbana Champaign,2013,8,2572
University of Illinois Urbana Champaign,2013,7,4287
University of Illinois Urbana Champaign,2013,6,227
University of Illinois Urbana Champaign,2013,11,122058
University of Illinois Urbana Champaign,2013,12,12478
University of Illinois Urbana Champaign,2013,10,687236
University of Illinois Urbana Champaign,2013,9,14549
University of Illinois Urbana Champaign,2010,2,52
University of Illinois Urbana Champaign,2010,3,17252
University of Illinois Urbana Champaign,2010,1,109010
University of Illinois Urbana Champaign,2009,12,199963
University of Illinois Urbana Champaign,2010,6,165
University of Illinois Urbana Champaign,2010,7,2705
University of Illinois Urbana Champaign,2010,4,1657
University of Illinois Urbana Champaign,2010,5,2992
University of Illinois Urbana Champaign,2009,11,113068
University of Illinois Urbana Champaign,2009,9,5416
University of Illinois Urbana Champaign,2009,10,131
University of Illinois Urbana Champaign,2009,8,108407
University of Illinois Urbana Champaign,2009,7,77400
University of Illinois Urbana Champaign,2009,3,16368
University of Illinois Urbana Champaign,2009,4,7150
University of Illinois Urbana Champaign,2009,5,10
University of Illinois Urbana Champaign,2009,6,9204
University of Illinois Urbana Champaign,2008,7,6806
University of Illinois Urbana Champaign,2008,8,14516
University of Illinois Urbana Champaign,2008,9,46
University of Illinois Urbana Champaign,2008,10,206741
University of Illinois Urbana Champaign,2008,11,105691
University of Illinois Urbana Champaign,2008,12,2
University of Illinois Urbana Champaign,2009,1,157912
University of Illinois Urbana Champaign,2009,2,3887
University of Illinois Urbana Champaign,2008,2,550197
University of Illinois Urbana Champaign,2007,11,24
University of Illinois Urbana Champaign,2008,6,1963
University of Illinois Urbana Champaign,2008,5,68054
University of Illinois Urbana Champaign,2008,1,11616
University of Illinois Urbana Champaign,2008,4,115
University of Illinois Urbana Champaign,2011,8,2019
University of Illinois Urbana Champaign,2011,9,5120
University of Illinois Urbana Champaign,2011,11,6110
University of Illinois Urbana Champaign,2011,10,1040
University of Illinois Urbana Champaign,2011,6,48105
University of Illinois Urbana Champaign,2011,7,121351
University of Illinois Urbana Champaign,2011,5,25638
University of Illinois Urbana Champaign,2011,4,16571
University of Illinois Urbana Champaign,2010,10,107362
University of Illinois Urbana Champaign,2010,11,195918
University of Illinois Urbana Champaign,2010,9,12863
University of Illinois Urbana Champaign,2010,8,14528
University of Illinois Urbana Champaign,2010,12,128618
University of Illinois Urbana Champaign,2011,1,145248
University of Illinois Urbana Champaign,2011,2,195813
University of Illinois Urbana Champaign,2011,3,76220
University of Illinois Urbana Champaign,2014,3,29679
University of Illinois Urbana Champaign,2014,4,35089
University of Illinois Urbana Champaign,2014,2,28421
University of Illinois Urbana Champaign,2014,1,6707
University of Illinois Urbana Champaign,2014,5,19767
University of Illinois Urbana Champaign,2014,6,2330
"University of Maryland, College Park (archive.org)",2014,3,19
"University of Maryland, College Park (archive.org)",2011,1,893
"University of Maryland, College Park (archive.org)",2010,12,87
"University of Maryland, College Park (archive.org)",2011,9,5
"University of Maryland, College Park (archive.org)",2010,7,14
"University of Maryland, College Park (archive.org)",2009,12,2
"University of Maryland, College Park (archive.org)",2013,3,310
"University of Maryland, College Park (archive.org)",2013,2,269
"University of Maryland, College Park (archive.org)",2011,12,331
"University of Maryland, College Park (archive.org)",2012,1,2
University of Michigan (archive.org),2012,2,171292
University of Michigan (archive.org),2012,5,393
University of Michigan (archive.org),2012,6,86
University of Michigan (archive.org),2012,12,173
University of Michigan (archive.org),2012,11,190
University of Michigan (archive.org),2012,10,501
University of Michigan (archive.org),2012,9,100
University of Michigan (archive.org),2012,4,254
University of Michigan (archive.org),2012,8,169
University of Michigan (archive.org),2012,7,9
University of Michigan (archive.org),2013,2,73145
University of Michigan (archive.org),2013,1,553
University of Michigan (archive.org),2013,4,8
University of Michigan (archive.org),2013,9,566
University of Michigan (archive.org),2013,5,7
University of Michigan (archive.org),2014,3,110
University of Michigan (archive.org),2014,4,30
University of Michigan (archive.org),2014,2,137
University of Michigan (archive.org),2014,5,74
University of New Hampshire Library (archive.org),2013,10,3
University of New Hampshire Library (archive.org),2013,2,3499
University of New Hampshire Library (archive.org),2012,7,2
University of New Hampshire Library (archive.org),2012,6,120
University of New Hampshire Library (archive.org),2012,5,290
University of New Hampshire Library (archive.org),2012,2,1
University of New Hampshire Library (archive.org),2009,12,2301
University of New Hampshire Library (archive.org),2010,1,30
University of New Hampshire Library (archive.org),2009,11,8737
University of New Hampshire Library (archive.org),2011,10,1
University of New Hampshire Library (archive.org),2010,12,2
University of North Carolina at Chapel Hill (archive.org),2010,7,37
University of North Carolina at Chapel Hill (archive.org),2012,3,124
University of North Carolina at Chapel Hill (archive.org),2011,12,198
University of North Carolina at Chapel Hill (archive.org),2012,5,19
University of North Carolina at Chapel Hill (archive.org),2012,6,142
University of North Carolina at Chapel Hill (archive.org),2013,2,83
University of North Carolina at Chapel Hill (archive.org),2013,10,1
University of North Carolina at Chapel Hill (archive.org),2013,11,46
University of Ottawa (archive.org),2013,11,152
University of Ottawa (archive.org),2013,12,1114
University of Ottawa (archive.org),2013,10,618
University of Ottawa (archive.org),2013,5,1
University of Ottawa (archive.org),2013,2,12745
University of Ottawa (archive.org),2013,4,1
University of Ottawa (archive.org),2013,1,505
University of Ottawa (archive.org),2012,6,4843
University of Ottawa (archive.org),2012,5,4618
University of Ottawa (archive.org),2012,7,50269
University of Ottawa (archive.org),2012,4,1059
University of Ottawa (archive.org),2012,9,35
University of Ottawa (archive.org),2012,11,129
University of Ottawa (archive.org),2010,4,34
University of Ottawa (archive.org),2010,3,4170
University of Ottawa (archive.org),2010,12,1193
University of Ottawa (archive.org),2011,1,4
University of Ottawa (archive.org),2011,2,125
University of Ottawa (archive.org),2010,8,8
University of Ottawa (archive.org),2011,4,86
University of Ottawa (archive.org),2011,5,1939
University of Ottawa (archive.org),2014,2,72
University of Ottawa (archive.org),2014,1,2
University of Ottawa (archive.org),2014,3,3
University of Pennsylvania Libraries (archive.org),2011,10,1
University of Pennsylvania Libraries (archive.org),2010,9,1
University of Pennsylvania Libraries (archive.org),2010,1,5460
University of Pennsylvania Libraries (archive.org),2009,12,5920
University of Pennsylvania Libraries (archive.org),2010,5,2
University of Pennsylvania Libraries (archive.org),2010,7,79
University of Pennsylvania Libraries (archive.org),2012,7,346
University of Pennsylvania Libraries (archive.org),2012,6,1
University of Pennsylvania Libraries (archive.org),2013,2,11083
University of Pittsburgh Library System (archive.org),2013,2,35985
University of Pittsburgh Library System (archive.org),2013,3,4
University of Pittsburgh Library System (archive.org),2013,4,18
University of Pittsburgh Library System (archive.org),2013,5,917
University of Pittsburgh Library System (archive.org),2013,6,101
University of Pittsburgh Library System (archive.org),2013,10,131
University of Pittsburgh Library System (archive.org),2012,6,355
University of Pittsburgh Library System (archive.org),2012,5,100
University of Pittsburgh Library System (archive.org),2011,12,4
University of Pittsburgh Library System (archive.org),2012,1,3
University of Pittsburgh Library System (archive.org),2012,3,1
University of Pittsburgh Library System (archive.org),2012,2,2
University of Pittsburgh Library System (archive.org),2012,7,160
University of Pittsburgh Library System (archive.org),2012,4,2
University of Pittsburgh Library System (archive.org),2012,8,4
University of Pittsburgh Library System (archive.org),2012,11,21
University of Pittsburgh Library System (archive.org),2012,9,30
University of Pittsburgh Library System (archive.org),2012,10,2
University of Pittsburgh Library System (archive.org),2010,7,22
University of Pittsburgh Library System (archive.org),2010,6,2
University of Pittsburgh Library System (archive.org),2009,12,31284
University of Pittsburgh Library System (archive.org),2010,1,12456
University of Pittsburgh Library System (archive.org),2010,3,1489
University of Pittsburgh Library System (archive.org),2010,2,422
University of Pittsburgh Library System (archive.org),2009,11,10940
University of Pittsburgh Library System (archive.org),2010,9,4
University of Pittsburgh Library System (archive.org),2010,8,15
University of Pittsburgh Library System (archive.org),2010,11,4
University of Pittsburgh Library System (archive.org),2011,2,3
University of Pittsburgh Library System (archive.org),2011,3,3
University of Pittsburgh Library System (archive.org),2011,1,4
University of Pittsburgh Library System (archive.org),2010,12,1
University of Pittsburgh Library System (archive.org),2011,10,7
University of Pittsburgh Library System (archive.org),2011,9,14
University of Pittsburgh Library System (archive.org),2011,8,3
University of Pittsburgh Library System (archive.org),2011,5,11
University of Pittsburgh Library System (archive.org),2011,4,17
University of Pittsburgh Library System (archive.org),2011,7,10
University of Pittsburgh Library System (archive.org),2011,6,2
University of Toronto (archive.org),2010,8,685
University of Toronto (archive.org),2010,9,4579
University of Toronto (archive.org),2010,3,3991
University of Toronto (archive.org),2010,7,2177
University of Toronto (archive.org),2010,4,272
University of Toronto (archive.org),2012,10,3
University of Toronto (archive.org),2012,11,1
University of Toronto (archive.org),2012,12,38
University of Toronto (archive.org),2012,8,11
University of Toronto (archive.org),2012,4,1
University of Toronto (archive.org),2012,1,20
University of Toronto (archive.org),2013,5,4
University of Toronto (archive.org),2013,4,7
University of Toronto (archive.org),2013,1,384
University of Toronto (archive.org),2013,2,21586
University of Toronto (archive.org),2014,2,60
Unknown,2014,2,1
Unknown,2014,1,1187
Unknown,2014,3,440
Unknown,2014,4,1077
Unknown,2014,5,6293
Unknown,2014,6,2165
Unknown,2013,10,10
Unknown,2013,11,18
Webster Family Library of Veterinary Medicine (archive.org),2013,10,1594
Webster Family Library of Veterinary Medicine (archive.org),2013,2,51672
Webster Family Library of Veterinary Medicine (archive.org),2013,1,6
Webster Family Library of Veterinary Medicine (archive.org),2013,3,2
Webster Family Library of Veterinary Medicine (archive.org),2011,12,1
Webster Family Library of Veterinary Medicine (archive.org),2012,2,2
Webster Family Library of Veterinary Medicine (archive.org),2012,5,558
Webster Family Library of Veterinary Medicine (archive.org),2012,6,853
Webster Family Library of Veterinary Medicine (archive.org),2012,4,6
Webster Family Library of Veterinary Medicine (archive.org),2012,8,2
Webster Family Library of Veterinary Medicine (archive.org),2012,7,63
Webster Family Library of Veterinary Medicine (archive.org),2012,9,1
Webster Family Library of Veterinary Medicine (archive.org),2010,5,5
Webster Family Library of Veterinary Medicine (archive.org),2010,7,6
Webster Family Library of Veterinary Medicine (archive.org),2010,6,4
Webster Family Library of Veterinary Medicine (archive.org),2010,1,3787
Webster Family Library of Veterinary Medicine (archive.org),2009,12,29017
Webster Family Library of Veterinary Medicine (archive.org),2009,11,8795
Webster Family Library of Veterinary Medicine (archive.org),2010,9,7
Webster Family Library of Veterinary Medicine (archive.org),2010,8,2
Webster Family Library of Veterinary Medicine (archive.org),2010,12,2
Webster Family Library of Veterinary Medicine (archive.org),2011,1,1
Webster Family Library of Veterinary Medicine (archive.org),2011,3,2323
Webster Family Library of Veterinary Medicine (archive.org),2011,2,1
Webster Family Library of Veterinary Medicine (archive.org),2011,6,2
Webster Family Library of Veterinary Medicine (archive.org),2011,7,1
Webster Family Library of Veterinary Medicine (archive.org),2011,4,186
Webster Family Library of Veterinary Medicine (archive.org),2011,5,1
Webster Family Library of Veterinary Medicine (archive.org),2011,9,2
Webster Family Library of Veterinary Medicine (archive.org),2011,10,1
Webster Family Library of Veterinary Medicine (archive.org),2011,11,1
Webster Family Library of Veterinary Medicine (archive.org),2014,1,5
Wellesley College Library (archive.org),2014,2,340
Wellesley College Library (archive.org),2011,11,1
Wellesley College Library (archive.org),2011,9,2
Wellesley College Library (archive.org),2011,5,231
Wellesley College Library (archive.org),2011,4,4
Wellesley College Library (archive.org),2011,7,5
Wellesley College Library (archive.org),2011,2,148
Wellesley College Library (archive.org),2011,3,10
Wellesley College Library (archive.org),2011,1,10
Wellesley College Library (archive.org),2010,9,1
Wellesley College Library (archive.org),2010,10,1
Wellesley College Library (archive.org),2009,11,1058
Wellesley College Library (archive.org),2009,12,6757
Wellesley College Library (archive.org),2010,1,759
Wellesley College Library (archive.org),2010,6,1
Wellesley College Library (archive.org),2010,7,3669
Wellesley College Library (archive.org),2012,7,2
Wellesley College Library (archive.org),2012,4,1
Wellesley College Library (archive.org),2012,6,127
Wellesley College Library (archive.org),2012,5,42
Wellesley College Library (archive.org),2013,1,5
Wellesley College Library (archive.org),2013,2,5800
Wellesley College Library (archive.org),2013,10,1
Wellesley College Library (archive.org),2013,11,1737
Wellesley College Library (archive.org),2013,12,12841
Wellesley College Library (archive.org),2013,5,1
Wellesley College Library (archive.org),2013,6,11
Wellesley College Library (archive.org),2013,8,7
West Virginia University Libraries (archive.org),2013,5,20
West Virginia University Libraries (archive.org),2013,2,24932
West Virginia University Libraries (archive.org),2013,4,4
West Virginia University Libraries (archive.org),2012,6,14
West Virginia University Libraries (archive.org),2012,3,4662
West Virginia University Libraries (archive.org),2011,12,864
West Virginia University Libraries (archive.org),2012,4,1
West Virginia University Libraries (archive.org),2012,7,1
West Virginia University Libraries (archive.org),2012,9,97
West Virginia University Libraries (archive.org),2012,10,3
West Virginia University Libraries (archive.org),2010,6,1
West Virginia University Libraries (archive.org),2010,5,7
West Virginia University Libraries (archive.org),2010,4,4872
West Virginia University Libraries (archive.org),2010,1,448
West Virginia University Libraries (archive.org),2010,3,4897
West Virginia University Libraries (archive.org),2009,12,4198
West Virginia University Libraries (archive.org),2009,11,201
West Virginia University Libraries (archive.org),2010,10,6
West Virginia University Libraries (archive.org),2010,8,1
West Virginia University Libraries (archive.org),2011,6,1
West Virginia University Libraries (archive.org),2011,9,38
West Virginia University Libraries (archive.org),2011,8,105
West Virginia University Libraries (archive.org),2011,11,4908
West Virginia University Libraries (archive.org),2011,10,585
West Virginia University Libraries (archive.org),2014,3,1
Williams College Libraries (archive.org),2009,12,1998
Williams College Libraries (archive.org),2010,7,30
Williams College Libraries (archive.org),2012,6,2
Williams College Libraries (archive.org),2012,5,18
Williams College Libraries (archive.org),2013,2,2288
Williams College Libraries (archive.org),2013,5,1
Yale University (archive.org),2013,12,4
Yale University (archive.org),2013,11,10
Yale University (archive.org),2013,2,5378
Yale University (archive.org),2013,3,1
Yale University (archive.org),2012,5,21
Yale University (archive.org),2012,3,3918
Yale University (archive.org),2012,12,543
Yale University (archive.org),2012,7,9
Yale University (archive.org),2012,4,5715
Yale University (archive.org),2014,5,13
